WORD,FROM,TO,SPEAKER,SPOKEN_TIME,LABEL
people,498.22,498.68,0,0.46,0
like,498.68,499.18,0,0.5,0
talk,499.21,499.48,0,0.27,0
says,499.48,499.83,0,0.35,0
%HESITATION,499.83,500.17,0,0.34,0
for,500.31,500.46,0,0.15,0
paramedics,500.46,501.25,0,0.79,0
if,501.25,501.35,0,0.1,0
you,501.35,501.44,0,0.09,0
end,501.44,501.65,0,0.21,0
up,501.65,501.86,0,0.21,0
calling,501.86,502.18,0,0.32,0
around,502.18,502.46,0,0.28,0
and,502.46,502.82,0,0.36,0
tell,503.33,503.64,0,0.31,0
them,503.64,503.89,0,0.25,0
what,503.89,504.05,0,0.16,0
your,504.05,504.18,0,0.13,0
preferences,504.18,504.82,0,0.64,0
%HESITATION,504.82,505.18,0,0.36,0
%HESITATION,505.18,505.41,0,0.23,0
way,505.41,505.61,0,0.2,0
you,505.61,505.74,0,0.13,0
want,505.74,505.92,0,0.18,0
to,505.92,506.01,0,0.09,0
be,506.01,506.1,0,0.09,0
looked,506.1,506.35,0,0.25,0
after,506.35,506.71,0,0.36,0
and,506.71,506.87,0,0.16,0
and,506.87,507,0,0.13,0
the,507,507.06,0,0.06,0
things,507.06,507.35,0,0.29,0
you,507.35,507.44,0,0.09,0
can,507.44,507.61,0,0.17,0
do,507.61,507.73,0,0.12,0
to,507.73,507.89,0,0.16,0
make,507.89,508,0,0.11,0
you,508,508.09,0,0.09,0
feel,508.09,508.34,0,0.25,0
baskets,508.34,508.76,0,0.42,0
that,508.76,508.94,0,0.18,0
sound,508.94,509.4,0,0.46,0
like,509.92,510.22,0,0.3,0
that,510.22,510.44,0,0.22,0
would,510.44,510.54,0,0.1,0
be,510.54,510.61,0,0.07,0
helpful,510.61,511.02,0,0.41,0
for,511.02,511.32,0,0.3,0
you,511.32,511.58,0,0.26,0
yeah,511.61,511.81,1,0.2,0
that,511.81,511.96,1,0.15,0
sounds,511.96,512.19,1,0.23,0
great,512.19,512.64,1,0.45,0
great,512.64,512.96,1,0.32,0
so,512.96,513.22,1,0.26,0
I,513.5,513.59,0,0.09,0
mean,513.59,513.73,0,0.14,0
now,513.73,513.89,0,0.16,0
you,513.89,514.03,0,0.14,0
have,514.03,514.22,0,0.19,0
%HESITATION,514.22,514.44,0,0.22,0
is,514.49,514.86,0,0.37,0
what,514.86,515,0,0.14,0
I,515,515.04,0,0.04,0
seeing,515.04,515.39,0,0.35,0
me,515.39,515.82,0,0.43,0
and,516.03,516.36,0,0.33,0
we,516.36,516.44,0,0.08,0
can,516.44,516.56,0,0.12,0
link,516.56,516.81,0,0.25,0
you,516.81,516.92,0,0.11,0
in,516.92,516.99,0,0.07,0
with,516.99,517.11,0,0.12,0
the,517.11,517.17,0,0.06,0
district,517.17,517.53,0,0.36,0
Nessa's,517.53,518.06,0,0.53,0
now,518.06,518.28,0,0.22,0
come,518.28,518.45,0,0.17,0
and,518.45,518.57,0,0.12,0
see,518.57,518.81,0,0.24,0
you,518.81,519.21,0,0.4,0
cannot,519.35,519.78,0,0.43,0
she,519.78,520.02,0,0.24,0
they,520.02,520.22,0,0.2,0
work,520.22,520.71,0,0.49,0
twenty,520.74,521.09,0,0.35,0
four,521.09,521.31,0,0.22,0
seven,521.31,521.87,0,0.56,0
and,521.87,522.06,0,0.19,0
if,522.06,522.22,0,0.16,0
in,522.22,522.31,0,0.09,0
the,522.31,522.39,0,0.08,0
night,522.39,522.63,0,0.24,0
you,522.63,522.71,0,0.08,0
felt,522.71,522.96,0,0.25,0
really,522.96,523.21,0,0.25,0
process,523.21,523.76,0,0.55,0
you,523.76,523.86,0,0.1,0
could,523.86,524,0,0.14,0
just,524,524.25,0,0.25,0
call,524.25,524.48,0,0.23,0
for,524.48,524.66,0,0.18,0
them,524.66,525.08,0,0.42,0
other,525.33,525.53,0,0.2,0
things,525.53,525.8,0,0.27,0
that,525.8,525.91,0,0.11,0
they,525.91,526.05,0,0.14,0
can,526.05,526.25,0,0.2,0
come,526.25,526.47,0,0.22,0
and,526.47,526.6,0,0.13,0
help,526.6,526.85,0,0.25,0
you,526.85,526.99,0,0.14,0
with,526.99,527.35,0,0.36,0
and,527.35,527.63,0,0.28,0
you,528.67,528.82,0,0.15,0
know,528.82,528.93,0,0.11,0
in,528.93,529.11,0,0.18,0
the,529.11,529.19,0,0.08,0
future,529.19,529.57,0,0.38,0
of,529.57,529.63,0,0.06,0
his,529.63,529.76,0,0.13,0
medications,529.76,530.44,0,0.68,0
that,530.44,530.54,0,0.1,0
that,530.54,530.74,0,0.2,0
does,530.74,530.99,0,0.25,0
help,530.99,531.27,0,0.28,0
you,531.27,531.4,0,0.13,0
with,531.4,531.52,0,0.12,0
this,531.52,531.65,0,0.13,0
thought,531.65,531.83,0,0.18,0
was,531.83,531.95,0,0.12,0
happening,531.95,532.53,0,0.58,0
so,532.53,532.86,0,0.33,0
certainly,533.53,534.29,0,0.76,0
there's,534.29,534.48,0,0.19,0
lots,534.48,534.82,0,0.34,0
of,534.82,534.88,0,0.06,0
things,534.88,535.09,0,0.21,0
you,535.09,535.19,0,0.1,0
can,535.19,535.36,0,0.17,0
do,535.36,535.54,0,0.18,0
is,535.54,535.67,0,0.13,0
trying,535.67,536.02,0,0.35,0
to,536.02,536.08,0,0.06,0
avoid,536.08,536.49,0,0.41,0
stops,536.49,536.98,0,0.49,0
in,536.98,537.05,0,0.07,0
the,537.05,537.11,0,0.06,0
middle,537.11,537.47,0,0.36,0
might,537.47,537.7,0,0.23,0
wish,537.7,537.95,0,0.25,0
to,537.95,538.05,0,0.1,0
hospice,538.05,538.45,0,0.4,0
so,538.45,538.86,0,0.41,0
I'd,539.1,539.29,0,0.19,0
much,539.29,539.61,0,0.32,0
rather,539.61,539.89,0,0.28,0
trying,539.89,540.28,0,0.39,0
to,540.47,540.6,0,0.13,0
if,540.6,540.71,0,0.11,0
you,540.71,540.79,0,0.08,0
were,540.79,540.87,0,0.08,0
trying,540.87,541.08,0,0.21,0
to,541.08,541.19,0,0.11,0
keep,541.19,541.36,0,0.17,0
your,541.36,541.5,0,0.14,0
head,541.5,541.69,0,0.19,0
without,541.69,542.03,0,0.34,0
fluoride,542.03,542.55,0,0.52,0
yeah,542.58,542.9,1,0.32,0
I'm,544.73,544.87,1,0.14,0
trying,544.87,545.09,1,0.22,0
to,545.09,545.18,1,0.09,0
place,545.18,545.58,1,0.4,0
yeah,545.61,545.98,0,0.37,0
that's,545.98,546.29,0,0.31,0
because,546.29,546.77,0,0.48,0
%HESITATION,547.28,547.83,0,0.55,0
I,548.04,548.19,0,0.15,0
can,548.19,548.36,0,0.17,0
ask,548.36,548.74,0,0.38,0
you,548.74,549.18,0,0.44,0
%HESITATION,549.56,549.81,0,0.25,0
generally,549.81,550.61,0,0.8,0
what's,550.66,551.01,0,0.35,0
important,551.01,551.56,0,0.55,0
to,551.56,551.72,0,0.16,0
you,551.72,551.8,0,0.08,0
in,551.8,551.93,0,0.13,0
life,551.93,552.51,0,0.58,0
what,552.64,552.92,0,0.28,0
what,552.92,553.12,0,0.2,0
sort,553.12,553.26,0,0.14,0
of,553.26,553.34,0,0.08,0
things,553.34,553.62,0,0.28,0
should,553.62,553.83,0,0.21,0
be,553.83,553.94,0,0.11,0
focusing,553.94,554.5,0,0.56,0
on,554.5,554.68,0,0.18,0
half,554.68,554.97,0,0.29,0
the,554.97,555.1,0,0.13,0
future,555.1,555.67,0,0.57,0
%HESITATION,555.79,556.25,1,0.46,0
well,556.29,556.45,1,0.16,0
I,556.45,556.51,1,0.06,0
just,556.51,556.79,1,0.28,0
I,556.79,556.84,1,0.05,0
want,556.84,556.99,1,0.15,0
to,556.99,557.05,1,0.06,0
be,557.05,557.13,1,0.08,0
struggling,557.13,557.74,1,0.61,0
like,557.84,558.12,1,0.28,0
I,558.12,558.18,1,0.06,0
was,558.18,558.54,1,0.36,0
you,559.5,559.56,1,0.06,0
know,559.56,559.7,1,0.14,0
the,559.84,559.91,1,0.07,0
other,559.91,560.06,1,0.15,0
day,560.06,560.43,1,0.37,0
breeze,560.58,561.12,1,0.54,0
yeah,561.17,561.48,0,0.31,0
the,562.41,562.49,1,0.08,0
reason,562.49,562.84,1,0.35,0
why,562.84,562.93,1,0.09,0
I,562.93,562.96,1,0.03,0
go,562.96,563.09,1,0.13,0
back,563.09,563.31,1,0.22,0
into,563.31,563.49,1,0.18,0
hospital,563.49,564.03,1,0.54,0
yeah,564.19,564.46,0,0.27,0
%HESITATION,564.86,565.37,1,0.51,0
I,565.66,565.69,1,0.03,0
want,565.69,565.86,1,0.17,0
to,565.86,565.92,1,0.06,0
spend,565.92,566.15,1,0.23,0
as,566.15,566.24,1,0.09,0
much,566.24,566.42,1,0.18,0
time,566.42,566.67,1,0.25,0
with,566.67,566.81,1,0.14,0
my,566.81,566.99,1,0.18,0
two,567.49,567.72,1,0.23,0
kids,567.72,568.01,1,0.29,0
as,568.01,568.13,1,0.12,0
I,568.13,568.21,1,0.08,0
can,568.21,568.72,1,0.51,0
yeah,568.75,568.99,0,0.24,0
gray,569.25,569.58,0,0.33,0
what,571.32,571.52,0,0.2,0
do,571.52,571.66,0,0.14,0
you,571.66,571.85,0,0.19,0
want,571.85,572.09,0,0.24,0
to,572.09,572.15,0,0.06,0
see,572.15,572.47,0,0.32,0
if,572.67,572.87,0,0.2,0
you,572.87,573.07,0,0.2,0
spend,573.07,573.36,0,0.29,0
time,573.36,573.54,0,0.18,0
on,573.73,573.86,0,0.13,0
these,573.86,574.04,0,0.18,0
very,574.04,574.22,0,0.18,0
important,574.22,574.85,0,0.63,0
right,575.1,575.39,0,0.29,0
yes,575.42,575.71,1,0.29,0
yeah,576.02,576.22,1,0.2,0
and,576.65,576.8,1,0.15,0
overseas,576.8,577.13,1,0.33,0
being,577.13,577.3,1,0.17,0
in,577.3,577.39,1,0.09,0
hospital,577.39,577.88,1,0.49,0
cause,577.91,578.2,1,0.29,0
you,578.25,578.45,0,0.2,0
more,578.84,579.09,1,0.25,0
of,579.42,579.51,0,0.09,0
a,579.51,579.63,0,0.12,0
different,579.63,580.05,0,0.42,0
business,580.05,580.41,0,0.36,0
fine,580.41,580.98,0,0.57,0
so,581.45,581.81,0,0.36,0
we,582.53,582.7,0,0.17,0
can,582.7,582.83,0,0.13,0
do,582.83,582.93,0,0.1,0
some,582.93,583.12,0,0.19,0
cold,583.12,583.51,0,0.39,0
emissions,583.51,584.13,0,0.62,0
you,584.13,584.22,0,0.09,0
have,584.22,584.45,0,0.23,0
capped,584.45,584.76,0,0.31,0
%HESITATION,584.76,584.94,0,0.18,0
which,584.94,585.12,0,0.18,0
you,585.12,585.22,0,0.1,0
can,585.22,585.35,0,0.13,0
have,585.35,585.58,0,0.23,0
in,585.58,585.68,0,0.1,0
the,585.68,585.75,0,0.07,0
house,585.75,586.24,0,0.49,0
which,586.76,587.13,0,0.37,0
will,587.13,587.41,0,0.28,0
basically,587.41,587.88,0,0.47,0
took,587.88,588.14,0,0.26,0
a,588.14,588.18,0,0.04,0
little,588.18,588.38,0,0.2,0
bit,588.38,588.53,0,0.15,0
about,588.53,588.77,0,0.24,0
what,588.77,589.06,0,0.29,0
C.,589.06,589.39,0,0.33,0
C.,589.39,589.64,0,0.25,0
saw,589.64,590.14,0,0.5,0
those,590.35,590.74,0,0.39,0
work,590.74,590.94,0,0.2,0
that,590.94,591.18,0,0.24,0
out,591.18,591.37,0,0.19,0
what,591.37,591.73,0,0.36,0
we,592.01,592.25,0,0.24,0
can,592.25,592.42,0,0.17,0
do,592.42,592.64,0,0.22,0
when,592.64,592.79,0,0.15,0
you,592.79,592.89,0,0.1,0
log,592.89,593.19,0,0.3,0
on,593.19,593.32,0,0.13,0
well,593.32,593.59,0,0.27,0
to,593.59,593.73,0,0.14,0
me,593.73,593.87,0,0.14,0
feeling,593.87,594.21,0,0.34,0
that,594.21,594.39,0,0.18,0
that,594.39,594.59,0,0.2,0
that,594.64,594.93,0,0.29,0
%HESITATION,595.23,595.45,0,0.22,0
if,595.45,595.66,0,0.21,0
preferences,595.66,596.27,0,0.61,0
office,596.27,596.69,0,0.42,0
saying,596.69,597.17,0,0.48,0
%HESITATION,597.24,597.59,0,0.35,0
I'm,597.89,597.97,0,0.08,0
trying,597.97,598.37,0,0.4,0
to,598.37,598.51,0,0.14,0
avoid,598.51,598.8,0,0.29,0
FALSE,598.8,599.09,0,0.29,0
because,599.09,599.48,0,0.39,0
I,599.48,599.62,0,0.14,0
okay,599.65,600.12,0,0.47,0
yeah,600.77,601.1,0,0.33,0
great,601.16,601.57,0,0.41,0
and,602.2,602.56,0,0.36,0
so,602.94,603.27,0,0.33,0
that's,603.76,604.1,0,0.34,0
the,604.1,604.31,0,0.21,0
only,604.31,604.56,0,0.25,0
some,604.56,604.77,0,0.21,0
in,604.77,604.89,0,0.12,0
the,604.89,605.01,0,0.12,0
%HESITATION,605.01,605.12,0,0.11,0
I,605.12,605.26,0,0.14,0
was,605.26,605.48,0,0.22,0
sort,605.48,605.69,0,0.21,0
of,605.69,605.98,0,0.29,0
right,606.01,606.41,0,0.4,0
with,606.41,606.75,0,0.34,0
you,606.75,607.32,0,0.57,0
and,607.56,607.67,0,0.11,0
then,607.67,607.78,0,0.11,0
I,607.78,607.83,0,0.05,0
type,607.83,608.26,0,0.43,0
part,608.29,608.49,0,0.2,0
of,608.49,608.56,0,0.07,0
the,608.56,608.64,0,0.08,0
city,608.64,608.93,0,0.29,0
tree,608.93,609.28,0,0.35,0
and,609.28,609.45,0,0.17,0
then,609.45,609.71,0,0.26,0
check,609.89,610.16,0,0.27,0
you,610.16,610.25,0,0.09,0
happy,610.25,610.53,0,0.28,0
with,610.53,610.65,0,0.12,0
that,610.65,610.8,0,0.15,0
and,610.8,610.9,0,0.1,0
I,610.9,610.94,0,0.04,0
would,610.94,611.1,0,0.16,0
keep,611.1,611.31,0,0.21,0
in,611.31,611.47,0,0.16,0
the,611.47,611.55,0,0.08,0
home,611.55,611.89,0,0.34,0
is,611.89,612.02,0,0.13,0
all,612.02,612.32,0,0.3,0
right,612.32,612.87,0,0.55,0
fine,613.46,613.93,1,0.47,0
but,614.45,614.85,1,0.4,0
most,614.96,615.26,1,0.3,0
of,615.26,615.35,1,0.09,0
the,615.35,615.41,1,0.06,0
dorm,615.41,615.72,1,0.31,0
I,615.72,615.83,1,0.11,0
want,615.83,616,1,0.17,0
to,616,616.12,1,0.12,0
see,616.19,616.47,1,0.28,0
that,616.47,616.64,1,0.17,0
as,616.64,616.74,1,0.1,0
well,616.74,616.91,1,0.17,0
I,616.91,616.98,1,0.07,0
guess,616.98,617.4,1,0.42,0
absolutely,617.46,618.14,0,0.68,0
and,618.14,618.4,0,0.26,0
how,618.83,619.04,0,0.21,0
do,619.04,619.13,0,0.09,0
you,619.13,619.19,0,0.06,0
feel,619.19,619.31,0,0.12,0
about,619.31,619.46,0,0.15,0
me,619.46,619.55,0,0.09,0
talking,619.55,619.89,0,0.34,0
to,619.89,620.06,0,0.17,0
some,620.06,620.28,0,0.22,0
you,620.28,620.42,0,0.14,0
talked,620.42,620.72,0,0.3,0
about,620.72,620.98,0,0.26,0
U.,620.98,621.09,0,0.11,0
K.,621.09,621.33,0,0.24,0
okay,621.8,622.01,1,0.21,0
so,622.01,622.25,1,0.24,0
yeah,622.25,622.58,1,0.33,0
this,622.58,622.84,1,0.26,0
side,623.85,624.21,0,0.36,0
comes,624.21,624.47,0,0.26,0
how,625.52,625.58,0,0.06,0
does,625.58,625.82,0,0.24,0
well,625.82,626.01,0,0.19,0
towards,626.01,626.35,0,0.34,0
then,626.35,626.66,0,0.31,0
we'd,626.69,626.93,0,0.24,0
use,626.93,627.13,0,0.2,0
as,627.13,627.44,0,0.31,0
well,627.44,627.76,0,0.32,0
but,627.76,627.96,0,0.2,0
just,627.96,628.21,0,0.25,0
say,628.21,628.42,0,0.21,0
for,628.42,628.56,0,0.14,0
example,628.56,629.19,0,0.63,0
they,629.48,629.6,0,0.12,0
want,629.6,629.78,0,0.18,0
to,629.78,629.88,0,0.1,0
speak,629.88,630.3,0,0.42,0
on,630.3,630.42,0,0.12,0
the,630.42,630.5,0,0.08,0
phone,630.5,630.85,0,0.35,0
and,630.85,630.97,0,0.12,0
you,630.97,631.08,0,0.11,0
want,631.08,631.42,0,0.34,0
that,631.42,631.9,0,0.48,0
would,631.93,632.29,0,0.36,0
you,632.29,632.36,0,0.07,0
be,632.36,632.48,0,0.12,0
happy,632.48,632.91,0,0.43,0
to,632.91,633.06,0,0.15,0
open,633.06,633.24,0,0.18,0
to,633.24,633.42,0,0.18,0
sending,633.42,633.78,0,0.36,0
you,633.78,633.88,0,0.1,0
told,633.88,634.14,0,0.26,0
before,634.62,634.95,1,0.33,0
okay,635.27,635.51,0,0.24,0
so,635.51,635.73,0,0.22,0
maybe,635.73,636.01,0,0.28,0
have,636.01,636.15,0,0.14,0
a,636.15,636.21,0,0.06,0
chat,636.21,636.42,0,0.21,0
profile,636.42,636.8,0,0.38,0
Mike,636.8,637.01,0,0.21,0
H.,637.01,637.25,0,0.24,0
as,637.25,637.49,0,0.24,0
to,637.85,638.06,0,0.21,0
you,638.09,638.25,0,0.16,0
know,638.25,638.37,0,0.12,0
to,638.37,638.52,0,0.15,0
put,638.52,638.66,0,0.14,0
on,638.66,638.84,0,0.18,0
my,638.84,639.06,0,0.22,0
thing,639.06,639.4,0,0.34,0
so,639.4,639.59,0,0.19,0
I,639.59,639.67,0,0.08,0
know,639.67,639.92,0,0.25,0
that,639.92,640.08,0,0.16,0
is,640.08,640.2,0,0.12,0
the,640.2,640.33,0,0.13,0
case,640.33,640.63,0,0.3,0
of,640.63,640.73,0,0.1,0
you,640.73,640.89,0,0.16,0
the,640.89,640.99,0,0.1,0
doctors,640.99,641.43,0,0.44,0
and,641.43,641.57,0,0.14,0
stuff,641.57,641.88,0,0.31,0
and,641.88,641.97,0,0.09,0
it's,641.97,642.27,0,0.3,0
fine,642.27,642.67,0,0.4,0
to,642.87,643,0,0.13,0
do,643,643.25,0,0.25,0
that,643.25,643.41,0,0.16,0
and,644.34,645.22,0,0.88,0
did,645.45,645.65,0,0.2,0
you,645.65,645.79,0,0.14,0
meet,645.79,646.02,0,0.23,0
any,646.02,646.18,0,0.16,0
of,646.18,646.24,0,0.06,0
them,646.24,646.38,0,0.14,0
%HESITATION,646.38,646.5,0,0.12,0
but,646.5,646.62,0,0.12,0
then,646.62,646.77,0,0.15,0
this,646.77,647.05,0,0.28,0
is,647.05,647.16,0,0.11,0
for,647.16,647.32,0,0.16,0
the,647.32,647.47,0,0.15,0
hospital,647.47,647.93,0,0.46,0
to,647.93,648.05,0,0.12,0
something,648.05,648.42,0,0.37,0
about,648.42,648.81,0,0.39,0
%HESITATION,649.03,649.43,1,0.4,0
yeah,650.31,650.53,1,0.22,0
sure,650.53,650.79,1,0.26,0
%HESITATION,650.79,651.01,1,0.22,0
this,651.04,651.31,1,0.27,0
is,651.31,651.45,1,0.14,0
such,651.45,651.63,1,0.18,0
an,651.63,651.73,1,0.1,0
over,651.73,651.91,1,0.18,0
the,651.91,651.99,1,0.08,0
yeah,653.59,654.03,0,0.44,0
it's,654.03,654.25,0,0.22,0
hard,654.25,654.47,0,0.22,0
to,654.47,654.57,0,0.1,0
news,654.57,654.8,0,0.23,0
management,654.8,655.43,0,0.63,0
yep,655.52,655.77,0,0.25,0
so,655.77,656.03,0,0.26,0
you'll,656.46,656.73,0,0.27,0
be,656.73,656.83,0,0.1,0
at,656.83,657.08,0,0.25,0
a,657.08,657.14,0,0.06,0
certain,657.14,657.45,0,0.31,0
S.,657.45,657.75,0,0.3,0
is,657.75,658.04,0,0.29,0
%HESITATION,658.04,658.45,0,0.41,0
they,658.71,658.83,0,0.12,0
may,658.83,659,0,0.17,0
well,659,659.24,0,0.24,0
and,659.24,659.37,0,0.13,0
she,659.37,659.53,0,0.16,0
said,659.53,659.69,0,0.16,0
to,659.69,659.8,0,0.11,0
%HESITATION,659.8,659.98,0,0.18,0
and,659.98,660.11,0,0.13,0
then,660.11,660.21,0,0.1,0
the,660.21,660.3,0,0.09,0
nis,660.3,660.65,0,0.35,0
who,660.65,660.86,0,0.21,0
could,660.86,661.07,0,0.21,0
be,661.07,661.15,0,0.08,0
that,661.15,661.42,0,0.27,0
help,661.42,661.8,0,0.38,0
you,661.8,661.95,0,0.15,0
with,661.95,662.29,0,0.34,0
any,663.58,663.88,0,0.3,0
symptoms,663.88,664.48,0,0.6,0
you,664.48,664.59,0,0.11,0
might,664.59,664.87,0,0.28,0
get,664.87,665.07,0,0.2,0
if,665.07,665.2,0,0.13,0
you,665.2,665.3,0,0.1,0
do,665.3,665.48,0,0.18,0
self,665.48,665.85,0,0.37,0
any,665.85,665.98,0,0.13,0
more,665.98,666.15,0,0.17,0
poor,666.15,666.45,0,0.3,0
people,666.45,666.67,0,0.22,0
also,666.67,666.95,0,0.28,0
some,666.95,667.15,0,0.2,0
practical,667.15,667.65,0,0.5,0
stuff,667.65,668.18,0,0.53,0
like,668.21,668.59,0,0.38,0
you,668.62,668.85,0,0.23,0
check,668.85,669.21,0,0.36,0
you,669.21,669.3,0,0.09,0
getting,669.3,669.55,0,0.25,0
older,669.55,669.92,0,0.37,0
the,670.14,670.51,0,0.37,0
benefit,670.51,671,0,0.49,0
to,671,671.15,0,0.15,0
entice,671.15,671.56,0,0.41,0
the,671.56,671.66,0,0.1,0
to,671.66,672.28,0,0.62,0
make,672.63,672.83,0,0.2,0
sure,672.83,672.96,0,0.13,0
Westing,672.96,673.36,0,0.4,0
in,673.36,673.44,0,0.08,0
the,673.44,673.52,0,0.08,0
home,673.52,674.04,0,0.52,0
that,674.04,674.36,0,0.32,0
that,674.39,674.58,0,0.19,0
makes,674.58,674.88,0,0.3,0
living,674.95,675.44,0,0.49,0
at,675.47,675.64,0,0.17,0
home,675.64,675.91,0,0.27,0
is,675.91,676.02,0,0.11,0
easy,676.02,676.34,0,0.32,0
as,676.34,676.44,0,0.1,0
possible,676.44,677.05,0,0.61,0
so,677.05,677.35,0,0.3,0
%HESITATION,677.35,677.58,0,0.23,0
please,678.35,678.75,0,0.4,0
gray,678.75,679.17,0,0.42,0
and,680.07,680.64,0,0.57,0
just,681.19,681.45,0,0.26,0
because,681.45,681.69,0,0.24,0
it's,681.69,681.78,0,0.09,0
been,681.78,681.92,0,0.14,0
talking,681.92,682.27,0,0.35,0
about,682.27,682.52,0,0.25,0
that,682.52,682.72,0,0.2,0
news,682.88,683.21,0,0.33,0
mentioned,683.21,683.65,0,0.44,0
about,683.65,684.1,0,0.45,0
staying,684.63,685.09,0,0.46,0
at,685.09,685.23,0,0.14,0
home,685.23,685.92,0,0.69,0
and,686.3,686.96,0,0.66,0
if,687.41,687.55,0,0.14,0
you,687.55,687.62,0,0.07,0
don't,687.62,687.79,0,0.17,0
mind,687.79,688.05,0,0.26,0
me,688.05,688.13,0,0.08,0
talking,688.13,688.63,0,0.5,0
about,688.63,688.99,0,0.36,0
to,688.99,689.14,0,0.15,0
ask,689.14,689.39,0,0.25,0
before,689.62,689.93,0,0.31,0
interest,689.93,690.29,0,0.36,0
to,690.29,690.38,0,0.09,0
know,690.38,690.5,0,0.12,0
what,690.5,690.62,0,0.12,0
your,690.62,690.71,0,0.09,0
thoughts,690.71,691.12,0,0.41,0
were,691.12,691.29,0,0.17,0
about,691.29,691.84,0,0.55,0
what,692.29,692.5,0,0.21,0
you'd,692.5,692.75,0,0.25,0
want,692.75,693.08,0,0.33,0
in,693.08,693.17,0,0.09,0
the,693.17,693.25,0,0.08,0
future,693.25,693.94,0,0.69,0
if,694.01,694.29,0,0.28,0
and,694.74,694.95,0,0.21,0
when,694.95,695.19,0,0.24,0
you,695.19,695.34,0,0.15,0
become,695.34,695.75,0,0.41,0
really,695.75,696.04,0,0.29,0
very,696.04,696.3,0,0.26,0
poorly,696.3,696.71,0,0.41,0
so,696.71,697.06,0,0.35,0
at,697.72,697.86,0,0.14,0
this,697.86,698,0,0.14,0
stage,698,698.31,0,0.31,0
where,698.31,698.51,0,0.2,0
you,698.51,698.64,0,0.13,0
out,698.64,698.82,0,0.18,0
she,698.82,699,0,0.18,0
became,699,699.49,0,0.49,0
sick,699.49,699.77,0,0.28,0
enough,699.77,699.95,0,0.18,0
to,699.95,700.12,0,0.17,0
die,700.12,700.92,0,0.8,0
I,701.64,701.75,0,0.11,0
thought,701.75,702.08,0,0.33,0
stage,702.08,702.96,0,0.88,0
if,703.13,703.38,0,0.25,0
you,703.38,703.51,0,0.13,0
ever,703.51,703.76,0,0.25,0
sold,703.76,704.12,0,0.36,0
to,704.12,704.28,0,0.16,0
discuss,704.28,704.71,0,0.43,0
anyone,704.71,705.04,0,0.33,0
how,705.04,705.65,0,0.61,0
how,705.77,706,0,0.23,0
you're,706,706.19,0,0.19,0
going,706.19,706.36,0,0.17,0
to,706.36,706.48,0,0.12,0
be,706.48,706.57,0,0.09,0
cash,706.57,706.93,0,0.36,0
flow,706.93,707.5,0,0.57,0
from,708.82,709.22,1,0.4,0
the,709.36,709.47,1,0.11,0
tree,709.47,709.78,1,0.31,0
just,709.78,710.02,1,0.24,0
about,710.02,710.17,1,0.15,0
done,710.38,710.62,1,0.24,0
yeah,710.65,710.99,0,0.34,0
yeah,710.99,711.38,0,0.39,0
so,711.38,711.8,0,0.42,0
you,712.03,712.14,0,0.11,0
know,712.14,712.23,0,0.09,0
if,712.23,712.42,0,0.19,0
it's,712.42,712.69,0,0.27,0
at,712.69,712.79,0,0.1,0
a,712.79,712.85,0,0.06,0
point,712.85,713.13,0,0.28,0
where,713.13,713.33,0,0.2,0
it's,713.33,713.52,0,0.19,0
really,713.52,713.76,0,0.24,0
clear,713.76,714.13,0,0.37,0
the,714.13,714.29,0,0.16,0
sick,714.29,714.59,0,0.3,0
enough,714.59,714.82,0,0.23,0
to,714.82,714.97,0,0.15,0
die,714.97,715.55,0,0.58,0
and,715.92,716.52,0,0.6,0
I'm,716.55,716.74,0,0.19,0
it,716.74,716.85,0,0.11,0
out,716.85,717.07,0,0.22,0
she,717.07,717.64,0,0.57,0
you,717.7,718.05,0,0.35,0
you'll,718.05,718.29,0,0.24,0
probably,718.29,718.6,0,0.31,0
pushed,718.6,719.02,0,0.42,0
me,719.02,719.14,0,0.12,0
and,719.14,719.52,0,0.38,0
why,719.59,719.99,0,0.4,0
sometimes,720.58,721.41,0,0.83,0
people,721.41,722.18,0,0.77,0
would,722.32,722.53,0,0.21,0
process,722.53,723.2,0,0.67,0
it,723.2,723.34,0,0.14,0
to,723.34,723.54,0,0.2,0
be,723.54,723.68,0,0.14,0
a,723.68,723.72,0,0.04,0
house,723.72,724.01,0,0.29,0
died,724.01,724.29,0,0.28,0
peacefully,724.29,724.95,0,0.66,0
especially,724.95,725.4,0,0.45,0
through,725.4,725.6,0,0.2,0
at,725.6,725.71,0,0.11,0
home,725.71,726.26,0,0.55,0
without,726.69,727.29,0,0.6,0
needing,727.52,728.17,0,0.65,0
to,728.2,728.37,0,0.17,0
have,728.37,728.6,0,0.23,0
any,728.6,728.8,0,0.2,0
kind,728.8,729.12,0,0.32,0
of,729.12,729.29,0,0.17,0
attempts,729.29,729.72,0,0.43,0
to,729.72,729.9,0,0.18,0
sensational,729.9,730.81,0,0.91,0
shins,730.81,731.21,0,0.4,0
one,731.21,731.37,0,0.16,0
thing,731.37,731.62,0,0.25,0
like,731.62,731.9,0,0.28,0
so,731.9,732.26,0,0.36,0
yeah,732.26,732.58,0,0.32,0
it's,733.5,733.68,0,0.18,0
one,733.98,734.1,1,0.12,0
of,734.1,734.18,1,0.08,0
the,734.18,734.27,1,0.09,0
the,734.27,734.53,1,0.26,0
log,734.65,735,0,0.35,0
